字段1_文本,字段2,时间,字段3,时间1
guanyunxian66,总体感觉空间大，驾驶比较舒适，续航算是不错（冬季比较差一点），车机系统需不断优化，车辆APP操作方便。,,连云港,2023-11-28
i随遇而言i,车开了8.8万公里，主驾显示屏附近异响，售后找不出来毛病，后车窗异响换过车窗升降器，后备箱感应开关，失灵。,,南阳,2022-04-06
用户1469639238527,车子空间家用绝对是够的，后排空间坐着绝对不挤，就是后背箱相对较小，但也够用，这个价格拥有这样的空间非常好了，就是a柱盲区偏大，开车需注意，续航方面我就是上下班，出远门基本坐公共交通，所以对续航相对减少重视，还有刹车需要保证提前，跟车别太近，急刹特别容易点头。,2021-10-17,宁波,
奔跑的蜗牛81723011,2022款哪吒U-II400，生产日期2023.3.30号。暗夜机甲黑，金属漆很有质感。绿色装饰条点缀的恰到好处，非常复合我的审美观。空间完美，大多数时间都是我一个人开?，才开了两天几十公里，目前能耗15.3。没要充电桩，老小区安装不方便，换成2000度电。网上买个延长线准备飞线冲电?,2023-04-11,南京,
擎商,哪吒U Pro 610探火版，在颜值当道的年轻市场中，还是占有一席之地的。前脸用的是封闭式格栅设计，“极地之光”的贯穿式LED灯组就像是獠牙，加上机盖灵动的线条，让它极具肌肉感和力量感。侧面的腰线有上扬的趋势，为整车营造出一种俯冲的姿态，全系搭载马牌轮胎，摩擦力和抓地力增加，有种蓄势待发的运动员感觉，一声枪响立即出线！尾部采用的是贯穿式尾灯设计，下方多处有凹陷进去的线条，整体层次感非常丰富。内饰配色整体偏黑色，用了大量的平行线条，非常简洁，全系标配的三个大屏，仪表和中控是双12.3英寸大联屏，空调控制屏是独立的，小You智能实体机器人， 换挡采用的是旋钮式的换挡模式，按键P挡更加方便驾驶用车，每个配置都是科技感的有效展现。前排采用一体式运动座椅，柔软包裹性较好偏向舒适，后排座椅宽度和角度都很合适，驾乘空间非常充裕，后排地台做倒全平，满员出行也有着舒服的乘坐体验，非常合适家庭出游用车。610公里续航的探火版售价15.98万，动力搭载了150千瓦的单电机，官方给的百公里加速成绩是7秒以下，动力水准表现不错，经济模式下深踩油门，响应相对有些迟滞，感觉动力输出非常柔和，不会出现强烈的推背感，在运动模式下，爆发力就立马体现出来了。前：麦弗逊式/后：多连杆式双独立悬架组合，偏向于家用车的调教能够有效过滤细微颠簸路面，在面对减速带时也能有着不错的抑制，只不过在过弯时它的侧向支撑力和韧性还有些欠缺，毕竟是家用车多少会向舒适性妥协。哪吒U Pro探火版无论是高原创度的颜值，还是富有科技感的内饰配置，再加上舒适的空间，确实让它在同级市场中有着不错的产品竞争力，值得推荐。,,,2021-09-30
三等功红糖,不是车主，只是乘客。 最近打车打到多次哪吒的车，实在是感觉太强烈，忍不住来写一下。 外观中规中矩，内饰和空间可以打好评，后排座椅坐着还是挺舒服的，姿势也ok。 操控动力因为不是车主就都给四分了，加速还是不错的。 让我忍不住来评的原因是，悬架实在太差了。好听点说是路感很清晰，对于我这个后排乘客来说，简直就没有过滤，甚至是在放大颠簸感的意思，骑自行车都不至于这么颠。80km的时速走高架快速路，脸一直在颠，几乎没有平静的时候。这是我在其他任何我坐的车上都没有体验过的悬架，如果能给负分我就打了。也就是跑出租用，家用坚决不推荐。,,,2021-11-13
买不起s4的网约车车主,外观可以，内饰也可以，后备箱空间不大，不过后排座椅可以放平。比较不满意的地方就是续航，实标400公里，实测冬天开空调150公里左右续航，夏天开空调200出头，不开空调250左右,,杭州,2022-03-09
冰砖冰,A柱略大需谨慎驾驶，前档玻璃高度略低。续航中规中矩，空间足够大，驾驶体验不错。适合家庭使用，城市通勤代步。,,上海,2022-11-14
哦豁灬丶,外观看着不错，隔音也不错，车机系统比较智能，但仅限于导航和控制车内各种开关，刚提车不到一个月低速行驶的时候刹车就开始异响，异响声音很大每次等红绿灯的时候我都不好意思踩刹车，因为声音太大了。但是从看车到提车，再到售后保养，4s店的态度都非常好。,2023-05-15,贵阳,
MastarYU,空间大，动力够用。续航虚标没有想象那么夸张，夏季正常温度，合理驾驶，续航折扣不大（空调和音乐同时开，舒适模式2级回收）。整体比较满意，缺点就是22新款OTA未升级，功能很少。,,天津,2022-08-26
一世旧梦终为尘,"【空间表现】
内部空间很宽裕，后排腿部空间也很富裕，中间还没有凸起，很赞，比起之前开的轿车后排实在是好太多了

【续航】
冬天的时候估计是因为空调的缘故掉电尤为的严重，后来听销售的去充了几晚上慢充，感觉好了很多，最近天气好了不少开冷气感觉比起吹暖气就像是续航一下多了不少

【充电时间】
慢充基本20%不到，上下班回家就插上了，早上出门也满了，快充的话基本上40-50分钟也差不多了

【最不满意】
运动桌椅说真的，开了一段时间之后感觉很反人类，平时喜欢躺着开车，垫了颈枕头有点卡视线，不垫开久了脖子疼

【动力表现】
车本身有运动、标准、节能三种模式，我大多时候用的都是标准，车速在80以内提速真的很猛",2023-05-20,昭通,
倔强的皮巴梗,电池冬天不耐用，自己有充电线充电也方便，系统网络不太好，从地库出来4G得反应好长时间。,,青岛,2022-02-18
驾仕派,【驾驶感受】作为顶配车型，这台Pro 610探火版是全系唯一一款204马力的车型，其它款基本都只有163马力，基础的动力是肯定没有问题的。不过除了运动模式之外，舒适模式、经济模式下的调校都比较保守，加上加速踏板行程比较长，在经济模式下踩油门，动力的输出甚至有点延时，车子给人的感觉反而还有点“肉”。相比之前，运动模式的输出就要凌厉不少，低速下的全力加速甚至能把搭配的马牌UC6轻易逼到打滑。 底盘的表现，暴露了其作为一台10万元级别车型的本质。转向的问题尤其严重。低速下虚位偏大，而且转向阻尼的设计非常粗糙。随角度阻尼变化微乎其微，手感非常虚，给人的感觉像是在开一台低阶日产车。随车速的阻尼加重又很不线性。唯一的好处就是低速挪车会比较轻松。悬架的设定也是10万元廉价车里很常见的手法。重视化解大振动，能适应一定的烂路，而且带有一点厚实感，但是给人的感觉比较松散，不擅长吸收细碎振动。不过得益于底部的电池包，车身稳定性尚可，过弯时的侧倾也不大。只是这样的表现，有点浪费了这套胎。静谧性方面中规中矩。问题主要有三点，一是高速下的风噪比较大，二是标配的马牌轮胎低速下滚动噪音明显，三是大功率输出下的电机声音略大，不习惯的人会觉得有点刺耳。 来看看它的驾驶辅助系统，对近年来诞生的新车型来说，座舱和ADAS系统的人机交互、功能设计，是我个人认为看点比较多、最值得关注、但也是吐槽点最多的地方。这台哪吒U不外如是，甚至不少地方看上去有些简单粗暴。先来看看它的ADAS。这套驾驶辅助系统，功能上的整合方式比较传统。方向盘左侧的ADAS操作区里，巡航开关、车速调节、车道辅助、车距调节的实体键都是独立的，并没有做成一体化的ICA（集成巡航）开关，而且也没有打灯自动变道的功能，从侧面反映了这套系统只能算是准L2的水平。不过独立设计也有自身的好处。车道辅助的按键，包含了偏移预警和居中保持两档功能，加上更传统的巡航操作方式，对不喜欢车辆自行干预的保守驾驶者来说显然更方便。而且车道辅助和自适应巡航分别开启后，依然可以达到ICA的状态效果。车速调节的设计也有待斟酌。按压拨杆能够按照±1km/h的单位来调节巡航车速，但是±10km/h的调节需要长压/抬拨杆。这样的操作方式显然是比较麻烦的。至于这套巡航系统的体验，相对于自身的价位来说，算是物有所值吧。应付跑高速、或者比较通畅的城市快速路还是问题不大的，不过曲率稍大一点的弯道，车道线就难以识别了。高速下应对突然切入的车辆，反应速度也不够快；面对前方车辆减速时，刹车的减速度也有点偏大，舒适性有所欠缺。单独开启居中保持的话，车辆也不会完全走车道中线，更趋向于压线时才修正，所以“画龙”的现象比较明显。叠加自适应巡航之后就会改善不少，但是方向盘的微调还是比较频繁的。另外，360全景影像的功能设计也有一点问题。经过系统设置后，全景影像可以在低速下打转向灯时触发，然而方向回正之后全景影像就会消失。这种触发方式，主要是考虑避免低速转弯时车身周围盲区带来的问题。但是在低速穿行一些狭窄的街道时，全景影像却没有做自动触发的逻辑。这种功能要做的话其实并不难，只要把触发时机和雷达信号、车速相关联就可以了。这是一个比较明显的纰漏。,2022-03-31,,
JasonYYYYYYYYY,"【空间表现】
后排确实很大，平时开车喜欢调整到很靠后，后排都还可以很宽，就是后备箱有点小。

【续航】
拉胯，拉胯，城市差不多6-7折，300-350公里，高速5-6折，回趟老家188公里，5月不热不冷，定速巡航100-100，到了后表显还剩余120左右

【充电时间】
30%-80%差不多35分钟充满，后面就慢了

【驾驶感受】
真的很拉胯，开起来有些晃，有时候总感觉有刹车失灵的感觉，特别是压在井盖上，会突然加速


【购车经历】
22年新能源最火的时候购买，家里还有一辆二十几万的有车，第一时间考虑大品牌了比亚迪元，当时提车要半年，续航只有400就👋🏻了，还去试驾了c11感觉续航拉胯也👋🏻，试驾小鹏p5，还有坐等深蓝03。无奈就哪吒有现车，就直接提了",2023-06-19,重庆,
玩车报告,"【最满意】哪吒U Pro的贯穿式大灯和尾灯组的设计是它的特别之处，前脸的灯组在点亮的时候很有辨识度。快充和慢充的插口的位置在车头两侧叶子板处，放置的比较特别。
内饰采用了简洁的设计风格，中控区域的分区很清晰，很有层次感，搭载了12.3英寸的中控大屏，内置了QQ音乐、抖音和腾讯视频等多个APP，功能很丰富；电子旋钮式的换挡机构操作也比较合理；在材质方面，使用了皮质和软性材质进行包裹。

【乘坐体验】车身尺寸为4530/1860/1628mm，2770mm的轴距表现在这个级别中表现的比较不错。行李厢可以支持4/6比列放倒，家庭日常出行的储物是没问题的，同时，这款车还配备了电动尾门，使用会更加的便利。

【驾驶感受】哪吒U Pro搭载了前永磁同步单电机，最大可输出163马力的动力，NEDC续航里程为400公里，零百加速的官方成绩为9.5秒，虽然在电动车用于谈不上什么突出，但是作为日常家用代步来说足够了。",,,2022-11-14
安逸生活家1NA,我买的哪咤低配998，可以说在10万元以内的话，配置最高空间最大。而且拿着这个品牌，也通过2~3年的生根与发展。已经晋升了前4位，希望哪吒越做越好。功能方便啊，完全满足日常所需，续航的话呢，也像其他30万以上的电车一样，不开空调的话，基本上可以做到1:1，这个确实很满意。音响很好。就是钣金做工不是太好，关门经常要很大力才能关，还有车辆设置经常恢复到原来的。要上车的时候调一下。这两部分的话希望以后能改进优化，让哪吒越做越好，越做越强，越做越大。,2022-01-03,佛山,
汽车图书室,"外观方面，设计得比较有辨识度，采用了贯穿式的灯带，并且还设计了银色的镀铬条，两侧设计了戈形的大灯，中间为汽车的品牌LOGO，底部还设计了黑色的包围，整个前脸很有辨识度。


侧面来看，车身设计得非常有运动的气息，顶部的线条弧度不大，这也保证了后排头部空间的宽敞，侧面设计得比较凌厉。汽车的尺寸为4549x1860x1628mm，轴距为2770mm。


尾部方面，同样设计了贯穿式的尾灯，拉宽了整个尾部的视觉宽度，尾灯还进行了熏黑式的处理，底部采用了贯穿式的银色的镀铬条，尾部设计的有层次感。


内饰方面，搭载12.3英寸中控屏、12.3英寸全液晶仪表盘，车内设计得比较精致，细节之处设计得比较有辨识度。车机系统支持GPS导航系统、导航路况信息展示、道路救援服务、蓝牙/车载电话、车联网、OTA升级、语音识别控制系统、Wi-Fi热点等。


哪吒U-II标配制动力分配、牵引力控制、胎压监测系统、后驻车雷达、倒车影像、上坡辅助、制动能量回收系统、无钥匙进入等。搭载永磁同步电机，电动机总功率120千瓦，纯电续航为401公里。",2022-10-13,,
黑夜o繁星,总体感觉挺值的，十万级别的价格，性价比很高。续航的话广东夏天基本可以达到1:1。就是车机软件不能更新比较郁闷。,,佛山,2022-03-13
昵称已重置,最满意的就是这个车的颜值，非常的好看，然后给人的感觉就很大气，整个车身的造型比较新颖，然后就是这个车非常的省钱。 【最不满意】 这个车最不满意的就是冬天电耗相对来说有一点高，然后就是这个车的钥匙，虽然新颖但是不方便携带，在就是这个车等待的过程太长了。地方太小充电也不太方便！,2022-01-09,宜宾,
高转青年,"【最满意】哪吒U Pro可能算不上新车了，但它确实值得我们一看，十多万就能买到一款这么大的纯电动SUV，不香吗？

【最不满意】制动力的输出算不上强，你可能要深踩一点制动踏板，而且制动踏板的初段脚感有点生涩，不是那种很顺畅、顺滑的感觉，这应该比较好优化。

【驾驶感受】悬架调校符合家用车定位，路面上的大小颠簸会得到有效过滤，你可以说这是一辆坐起来比较舒服的车。不过毕竟这只是一辆十万出头的车，就别追求韧劲、厚重感之类的了。将驾驶模式调节为节能，动力输出稍迟缓点而已，绝算不上“肌无力”，而且只要你深踩加速踏板，电机释放出的动力也能满足大部分城市场景的需求。

【乘坐体验】一体式座椅是追求年轻、运动感的首选，哪吒U Pro的座椅靠背也采用了一体式设计，同时像银色装饰、缝线装饰都进一步增强了档次感的营造。以身高178cm的体验者为例，前后排头部空间均为一拳，符合常规水平；后排腿部空间超过两拳，这对于一款紧凑型SUV来说还是颇具优势的，而且哪吒U Pro后排地板也做到了纯平，一家五口出门也能有较为舒适的乘坐体验。",,,2022-12-29
。。。。。。,没啥好描述的！价格在哪里，想要多少的感受，感觉续航我挺满意的，看别人评论说续航打折太厉害，我用了后感觉还可以的，市区8.5折左右吧！回老家跑了500公里高速，全程100左右，续航7.5折，比预想的要好。毕竟现在是冬天。,2021-12-10,上海,
清俊家風,2021年7月2日提车，至今已行驶12万㎞，从中换过3次电机，厂家说15万㎞内是质保，超出质保需要车主自费更换，不给解决方案，基本每四万㎞左右就换一次电机 【最不满意】 电机存在多次更换，厂家不给后期电机质量保障,2022-12-29,河源,
飞墨858,哪咤方方面面需要提升的东西太多了。那个App做的已经无力吐槽。畅行版很多功能实现不了，需要等待OTA..哪咤的软件是次中次，烂中烂。一个造车新势力可以有这么烂的网络体验，我也是醉了。。张勇你不能看看比亚迪的App吗？看看其他几家新能源的软件。一比较哪咤没法看啊。,2022-06-23,朔州,
郝车来袭,"导语：时至今日，随着越来越多的城市备受“摇号”困扰，国产电动车市场也受到了众多车企瞄准的新目标，随着国内新能源车快速发展且产品日益成熟，新能源新生品牌层出不穷，比如郝哥今天要为大家介绍的这款起步价不足10万元的紧凑级纯电动SUV—哪吒U Pro。

车型：提到哪吒品牌，相信有很多小伙伴还比较陌生，哪吒汽车隶属合众新能源旗下，定位高品价比智能电动汽车，目前拥有哪吒V和哪吒U Pro等车型，其中哪吒U于2020年3月上市，2021款全系升级为哪吒U Pro，新车最大亮点当属透明A柱，它也是目前市面上唯一一款通过屏幕来解决A柱视野盲区的量产车型，其作用是在A柱上配备了两块拼接屏幕，通过外后视镜上的摄像头把A柱变得透明了，同时还能够通过眉心追踪算法捕捉驾驶员的视角，更大程度保证图像范围的准确性，即使在夜间行驶效果也相当出色，不过唯一遗憾的是，该配置仅支持顶配车型选装，选装费用1.2万元，不知道您愿意为这个配置买单么？当然除了透明A柱，新车还配备了不少其它黑科技，例如遥控泊车、生命体征监测、智能机器人等等，给人的感觉就是只要你愿意研究，总有一些你意想不到的潮流配置在等待你的发掘。

造型：关于哪吒U Pro的造型设计，暂且不提见仁见智的美感，至少是99%的原创，时尚个性的外观能增加不少回头率，硕大的格栅配上两侧异形的灯组一气呵成，中间还融入了哪吒LOGO的元素。相比车头，尾部设计同样独树一帜，简洁的线条勾勒出一道靓丽的风景线，在基于当下流行的贯穿式尾灯的基础上，灯腔还有一些凸起效果，使其尾部立体感更加强烈。

空间车身尺寸方面，新车的长宽高分别为4530/1860/1628毫米，轴距达到了2770毫米，得益于不错的车身尺寸，身为紧凑级纯电动SUV的哪吒U Pro拥有更宽大的视觉效果，在同级别SUV中都属于佼佼者。其次像纯平的后排地板设计、大容积扶手箱以及前排下方的开放式储物槽都体现了其贴心之处，相比之下后备箱空间就比较中规中矩了，不过放一个28寸大行李箱还是没问题的。

内饰：新车内饰的布局可谓相当简洁，三块大屏取代了几乎所有物理按键，同时也营造出了智能电动车该有的科技感，仪表盘+中控屏均采用12.3英寸相连，车机系统集成了腾讯、抖音、视频等丰富的影音娱乐功能，下方屏幕主要为空调控制，相信这样的内饰风格应该会受到年轻消费者的青睐。除最低配巡航版以外，哪吒U Pro还标配了像并线辅助、车道偏离、车道保持、主动刹车、疲劳驾驶提醒、360度全景影像、自适应巡航等丰富的智能安全配置，甚至连自动泊车、行车记录仪、座椅加热、电动尾门这些我们认知中顶配独享的配置也为除乞丐版以外全系标配，这点还是相当厚道的了。

动力：对于电动车来说，大家最关心的还是续航和充电时长，郝哥本次拍摄车型为顶配探火版，综合续航610公里，电机的最大功率150千瓦，最大扭矩310牛·米，其它配置还有续航500公里和400公里版本可选。充电时长方面，以探火版为例，在快充模式下充至80%需要半小时左右，在慢充状态下预计需要13个小时可充满，不知道这样的数据您还满意么？

竞争对手：对于竞品而言，哪吒U Pro并没有好高骛远，而是把对手锁定为同样为国产电动车新秀的小鹏G3，首先从售价上对比来看，哪吒U Pro不足10万元的起步价更加亲民，并且无论在车身尺寸方面还是动力数据上都略胜一筹，那么从颜值上来看，您更喜欢谁的设计呢？

总结：根据郝哥暗访北京地区某哪吒4S店得知，目前哪吒U Pro全系暂无优惠，但哪吒V倒有3000元优惠，并且购车赠送脚垫和贴膜以及保养等等，您可以根据个人需求来看看购买哪款车型会更合适一些。如果您想知道郝哥暗访的是北京地区哪家哪吒4S店也可以留言或私信给我，感兴趣的朋友记得关注《郝车来袭》哦。",2022-05-08,,
萱萱选车,整体外观设计比较让人耳目一新，荧光绿的点缀凸显年轻感。 后排空间作为家用车来说比较合适，腿部空间、头部空间都是很富余的，而且整体的坐姿是比较舒服的，靠背角度、包括坐垫的厚度都还可以，就是坐垫可能会稍微有那么一点点的硬，但是在可以接受范围内。 它的车机整体的反应速度，包括页面之间的切换的速度还是挺流畅的，还有像是AI语音助手也非常灵敏。驾驶质感和油车比较接近，刹车偏硬需要适应。整车NVH的控制做的比较好。 辅助驾驶，ACC、还有变道的策略也都是比较符合日常驾驶习惯，都是在保证足够安全的前提下它才会去执行，地面上实线或者后面有车都不会，包括车道居中也没有说是在车道里来回来去的调整方向盘这些情况，唯一就是跟车距离有点远。,2023-02-28,,
紫宵翠绿,"车身颜色深一点就好，自动泊车功能，有三个空车位停不了车。全速自适应巡航，车道保持功能，一直往左偏，车道保持功不太好用，2022年1月13在家充满电回四川，小道几公里，上高速公路定速110km/h,耗电29kw/h，跑了200多公里就进去充电桩了。",2021-12-24,保定,
矫情的数据哥,我觉得此次哪吒U-II最大的升级就是外观、智能和智驾。 【大脑升级 速度快】 自搭载8155芯片后，在语音反应速度、控制速度、执行速度明显加快，而且屏幕流畅度也能与高端手机媲美。再加上多场景化的应用，以及自定义场景的设置，可实现千人千面。 【驾驶更安全】 另外，此次推出的“智驾安全包”包含了22个传感器，用户可单独进行选装。可实现L2.5自动驾驶辅助级别，面对新手和经常开长途的司机绝对是安全好帮手。在15万内售价区间中，算得上天花板级别存在。 【配置自助餐】 配置不捆绑，做到完全自主、自助也是本次升级的要点。推出的“安全驾驶包”用户可以自行选装，即便是低配车型，也能拥有相同的安全等级。在整个汽车行业中也是极为少见的。,2023-02-28,,
bbb820,提车不到1个月车漆竟然起皮了。这质量简直无语。4s店也挺坑的。什么延保，贴膜等等之类的一顿忽悠。不推荐,,北京,2022-09-06
晨曦,外观大气时尚，内饰功能丰富，座椅乘坐较舒适，后排空间大，操控性还行，盲区有点大，转弯半径略大，续航中规中矩，不算太优秀，日常出行够用了，确实很省钱。,,合肥,2022-08-04
有点意思,优点.价格便宜，颜值可以，配置丰富，提速可以，。。。。。缺点.1.试过两次方向助力故障，第一次断小电瓶解决，又开了一万多公里，又出现一次故障，拖车维修说是软件升级不了。2后备箱空间宽度差点，放不下我的钓伞和鱼竿 .3左侧后视镜做得比较大，跟A柱一起，盲区比较大。,2023-04-16,佛山,
等个锤子1988,空间和外观确实最吸引我的。开了一周，感觉挺好，没有不满意的地方。 希望后期升级更多功能吧，副驾屏首页确实太丑了，后期能自定义显示内容最好，类似宝马的ID6界面就行。,,郑州,2022-04-26
司机的自我修养,"高性价比的纯电动SUV，你应该来看看哪吒U-Ⅱ。它的外观设计年轻时尚，特别是改款车型上市之后，黑化的运动套件非常符合当前的审美潮流。内饰则搭载了多块大屏，车机8155芯片保证了足够的流畅性，空调屏幕的整体操作具有科技感。在辅助驾驶方面，哪吒U-Ⅱ在同价位有着不错的硬件基础，同时仪表盘内的可视化显示也做得比较精细。

哪吒U-Ⅱ前后排的乘坐空间都比较宽敞，足够应对家用需求。163马力的前驱单电机属于非常甜点的搭配，兼顾了续航和动力。哪吒U-Ⅱ提供了多种电池包规格，消费者可以根据自己的需求来具体选择，总体来看，哪吒U-Ⅱ的终端售价具有一定竞争力。尤其是在15万元的价位上，能够提供一套像模像样的智能座舱，以及可靠安全的辅助驾驶系统，这是它最大的优势所在。",,,2023-05-25
麦田上的野望,支持一下国产车，外观和内饰还是可以的，至少符合我的预期。500的续航，冬天开空调只能跑350左右，夏天还可以，空调1到3级风，420-430，也看脚法和空调开多猛，但是看到GT这么帅，有点后悔买早了,2023-06-27,无锡,
车友李万基,总之挺好用的，不悔 一年了，gps天线坏过，4s给换了。其它都还好吧。还有有时候会出账转向灯错误的提示，其实转向灯是正常的。 遥控泊车非常酷炫，惊呆小伙伴们！,,温州,2022-12-04
粤AAS,双十二吃到螃蟹的998。广发信用卡分期贷款无抵押84000两年还是免息的。车子肯定是对得起这个价位的，配置很给力，空间无敌，然后做工确实不太好，但是也没发现明显的毛病。毕竟现在已经涨到122000了，心里莫名的欢喜。,2022-04-08,广州,
漂渺的风36154436,"10万元内无敌，城市代步理想选择。外观时尚，内饰漂亮，双连屏车机每月5G免费流量，自用三电终身质保，使用一年多跑了差不多一万公里，送的充电桩充电很方便，夏天出行开空调太爽了。
【续航】401巡航版，夏天城区能跑330左右，冬天热空调会少一点。

【空间表现】空间宽敞

【最不满意】
左边后视镜有点挡视线",2023-02-02,文山,
小阳222487685,后备箱有点小，车机会遇见死机情况，然后无法关机重启，需要小电瓶断电,,苏州,2022-05-28
刘小鱼不吃猫,十几万的车，这个价位的话，性价比挺好的，空间大，登月的各项智能配置也可以，就是轮胎有点拉胯，锦湖的，容易打滑,,潍坊,2022-05-30
杰哥45343127,外观没槽点，空间更是五星好评，后备箱空间够用，如果能装个眼镜盒就好了，车内后视镜基座的USB取电口很实用。目前唯一槽点就是前门内饰搞个凸出来，下边有空间槽，不是接灰尘用的吗？没啥美感或实际用途啊。,2022-05-25,柳州,
回眸语脉脉,截至目前行驶6000多公里，体验良好。 尤其要点名【空间感】这是我提车后，好几个同事蹭车一上来就发表看法的点：“你这车空间好大”。 其次点名【性价比和智能化】相亲对象对于我这辆车价格和总体智能化体验感到有些差异，觉得这个价位能买到这样的车很不错！ 缺钱当然也有：感觉底盘稍硬（大概是通病），A柱较宽，其他等之后体验了再看吧。 可惜前不久跟人剐蹭了，心痛！,2022-10-02,苏州,
1俊超,外观好看，这个价位很可以了，空间整体也算大，动力方面还行，油门调教的有点松，刹车调教的有点紧。,,海口,2022-04-02
冷月6945,"车辆空间相当满意,后备箱相对小一点,同价位配置无敌,同续航价格无敌，续航九折还可以，冬天不知怎么样？持续看吧",,北京,2023-09-15
幼稚豪％,15万以内性价比最高的纯电车型 21年环球版最划算了 12.68万能买到73度电已经是无敌的存在了！两年跑了18万公里维修了两次都不用花钱 买车花五千买的五年五十万公里三电质保派上用场了。总体很满意，下一台买零跑C11体验一下,2023-09-19,佛山,
汽车网评,"【最满意】外观十分的个性，配上红的颜色我很喜欢。红色让我感觉到非常有激情，能够激发我的驾驶欲望。在晚上远处解锁车辆的时候，车子前面的灯也十分好看，爱一台车始于颜值。内饰大部分都是真皮包裹的，手摸上去非常软，手感比较好。

【最不满意】买车用车几个月，令我不太满意的是内饰的做工。与家里之前的车子相比内饰做工没有那么精细。可能我个人追求完美有关。感觉动力调校还是有问题，起步稍微深踩，就会出现响胎，但实际上，这个车加速并没有那么快...",,,2022-03-09
你的牌打的太好辣14,我觉得这个产品这个价位值得推广和消费者拥护。内饰质感，语音交互，19寸轮胎确实十分良心了。买车到现在没用过eco模式，都是舒适模式开，电耗14 15。快充上来的电有点虚，家里慢充上来的很实，不清楚是个例还是通病。总体来说同价位的王，四轮独立悬挂，品控吊打比亚迪元和宋。,2022-07-26,南京,
木头蜀黍,车辆的后视镜存在盲区，车内平面太少，要靠手机支架才能放手机，智能车机不允许装第三方APP，出差开了2000多公里，高速上面速度超过100以上会打9到8折，开到120里程7折，国道上面最高限速80续航是1:1，遇到下坡还会越跑越多，外放电出差的时候自己烧开水做饭很方便，再也挑不出其他毛病了。,2023-05-26,上海,
快开车V,"最满意的地方：外观大气，很小众辨识度高。这车的空间利用率很高，特别适合家用接送小孩上下学，而且平时一些小杂物堆放也不会显得拥挤，车内细节这块做的也很好，物超所值档次感也没掉。

最不满意的地方：车内的隔音效果不是很好，另外就是高速行驶时电耗得太快。长途行驶时轮胎的噪音也有些大，有待提升。

外观方面：前脸线条动感活泼，十分有辨识度。前车灯非常符合主流审美，视觉效果极具冲击力。车侧看上去非常简明，搭配大尺寸厚壁的轮胎，看上去运动十足。车尾和前脸遥相呼应，尾灯看上去十分个性，非常素雅。

内饰方面：内饰造型十分硬派，充满战斗气息。方向盘采用了真皮材质，造型棱角分明，而且非常时尚大气。12.3英寸的触控式液晶中控屏，仪表盘小巧可爱，整个内饰风格给人印象深刻，细节做的还是很到位的。

空间方面：它的空间是真的很大，设计得也比较合理很人性化。特别是第二排的空间，地板是全平的，整个的腿部空间很舒适。只要你调好座椅位置，前后排活动空间可以说是伸展自如。后排座椅放倒后能装的空间更充裕，满足日常家用需求不在话下。

驾驶感受：加速强劲，方向盘很轻盈，整体操控简单易操作，对女司机特别得友好。精准灵敏，基本能做到指哪到哪，油门灵敏，刹车也非常好用！美中不足的就是车内视野有点一般，有盲区。再来说下续航这块，这车有快充，充电起来很方便，续航里程也大。

购买建议：推荐购买哪吒U 2022款 智610 Pro，纯电续航610公里，而且配置更为丰富。主被动安全配置也更为齐全，配备有并线辅助 、车道偏离预警系统、车道保持辅助系统、 主动刹车/主动安全系统、疲劳驾驶提示和前后排头部气囊(气帘) 等。当然，这主要还是得看个人续航里程需求来进行选择了，不过这性价比满足基本家用不成问题。",2022-05-18,,
司机的自我修养,相比起目前市场上主流的新势力品牌，哪吒品牌的知名度并不是那么高，正是因为如此，这台车不错的产品力也是很容易被大家忽略的。21款哪吒U Pro的在配置更高的同时，价格也更便宜了。超长的续航是哪吒U Pro的一大卖点，不到十万块钱的价格，就可以买到一台续航400公里的紧凑级SUV，而如果你把预算提高到16万，你甚至可以获得610公里的超长续航，可以说是这个级别中续航最长的车型。哪吒U Pro同时还提供了非常丰富的科技配置，双12.3英寸的大连屏、哨兵模式、一键式遥控泊车和智能寻车功能都可以给我们日常用车提供很大的帮助。另外，21款哪吒U Pro还换上了一台马牌的轮胎，在抓地力、制动力以及安全方面的表现都会有比较大的进步。,,,2021-04-28
玩车报告,"作为造车新势力里的一员，相比小鹏、蔚来、理想这些热门品牌，哪吒的曝光率属实一般了，旗下的哪吒U十来万出头，这个的价格也代表这它是一款走务实风的车型。
        22款的外观跟之前相比没有什么差别，贯穿式大灯和尾灯组的设计是它的特别之处，尤其是前脸的灯组，在点亮后很有辨识度。另外，它的快充和慢充插口被设置在了车头两侧的翼子板处，位置比较特别。
        内饰走的是简约风，材质方面，使用了皮质和软性材质进行包裹，质感还不错。中控区域的分区很清晰，也比较有层次感，最引人注目的当属那块12.3英寸的中控大屏，内置QQ音乐、抖音和腾讯视频等多个APP，功能还算丰富；电子旋钮式的换挡机构，操作比较合理。
        车身尺寸上，哪吒U Pro的长宽高为4530/1860/1628mm，轴距为2770mm，这个数据表现在紧凑型市场中具备一定的竞争力，车内空间宽敞度令人满意。此外，其后排座椅支持4/6比列放倒，日常家庭出行的储物也是没问题的。另外这款车还配备了电动尾门，使用会更加便利。
        哪吒U Pro搭载了一台前置永磁同步单电机，最大可输出163马力，NEDC续航里程为400公里，虽然在这个级别的电动车市场中，这两个数据谈不上突出，但是作为日常家用代步来说，还是基本足够了。",,,2022-04-24
