publish,标题,图片,名称,名称1,评分,评分2,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,标题18,信息,信息19,信息20,信息21,信息22,信息23,信息24,信息25,信息26,标题27,purpose,标题28,jia_text,信息29,dw_22,dw_2230,dw_23,dw_2331,dw_1,dw_132,dw_2,dw_233,dw_3,dw_4,dw_334,dw_435,dw_6,dw_636,dw_7,dw_737,dw_8,openall
"
    发表于  2020-05    

      
        
    
    
",选择这款车是因为刚需，我们家有两个孩子，以前也看过一些国产的MPV，但是终充还是有些担心它的质量。后来锁定了这款欧蓝德，一直在2.0和2.4排量之间纠结，最后听从了朋友的建议，他们都推荐我还是选择2.4的，毕竟这台车子可能一开就开十几年，想来还是很有道理的，也没差多少钱，还是一次性选择一个动力更强劲的吧。,https://image1.xcarimg.com/attachments/my/1/84/56/187_120.jpg,xuser1855618,三星会员,4.50,外观,5,内饰,4,空间,5,舒适,4,油耗,4,动力,5,操控,4,性价比,5,购入信息,爱车车型,购入时间,2020-01-01,购车地点,四川元通汽车销售服务有限公司 [四川省],裸车价格,21.58万  (厂商指导价 22.58万),当前油耗,9L/100km,购入用途,上班,爱车简评,后来锁定了这款欧蓝德，一直在2.0和2.4排量之间纠结，最后听从了朋友的建议，他们都推荐我还是选择2.4的，毕竟这台车子可能一开就开十几年，想来还是很有道理的，也没差多少钱，还是一次性选择一个动力更强劲的吧。,爱车评价,[最满意],最让我满意的是他的空间，对于我这种刚需家庭来说真的很合适。外观上我也比较满意，感觉比较大气稳重，很适合我这个年纪的人来开。,[不满意],暂时还真没有发现什么大的毛病，虽然新车有一点异味，不过这也是所有车的通病。,[外观],虽然我不是一个颜值控，但是对这台车子的外观我还是很喜欢的，感觉特别的大气，提车回来之后身边的朋友和同事也都说车子很霸气。,[内饰],在内饰的设计风格上，我觉得主打的是务实和方便。在布局上比较合理，功能操作简单，而且摆放的位置很人性化，使用起来也很顺手。,[空间],[舒适],我们家是两个孩子，另外还有我爸妈两个老人，所以这台车子对我们家很合适。前后排的空间都很富裕，坐在车里不会有局促和压抑的感觉。,在舒适性方面感觉他的座荷稍稍有一点硬，但是爸妈觉得这个硬度刚好。在减震方面调教的也偏硬一些，平时在过坑注路面的时候比较难受，因为特别颠簸。,[动力],2.4的动力真的是非常的不错，平时在市区出行的时候很强劲，超车很轻松，在高速上也尝试过，轻轻松松速度就能跑到120迈。,[操控],方向盘特别的轻，操作上还是感觉很方便的，尤其是在市区特别好开，指向性和精准性都很不错，在高速上方向盘会变重一些，这个设计特别合理，可以防止因车速过快发生甩尾的情况。,[性价比],展开全部
"
    发表于  2020-05    

            
    
    
",,https://image1.xcarimg.com/attachments/my/1/84/53/142_120.jpg,xuser1855314,三星会员,4.38,外观,4,内饰,5,空间,4,舒适,4,油耗,4,动力,5,操控,4,性价比,5,购入信息,爱车车型,购入时间,2020-03-01,购车地点,北京猎豹商贸有限责任公司 [北京市],裸车价格,21万  (厂商指导价 22.58万),当前油耗,10L/100km,购入用途,上班,爱车简评,前脸用的是镀铬装饰配合led日间行车灯显得威猛霸气。18寸花轮载显得新颖有个性。座椅采用的是车缝线提升档次感，内饰部分采用了软包设计增加舒适度。,爱车评价,[最满意],最满意的还是它的性价比了，不仅外观时尚大气，而且油耗表现也非常出色，可以说是合资车中性价比比较高的一款车了,[不满意],目前最不满意的就是悬挂调教的有点硬，在经过减速带的时候，体验不是很好,[外观],前脸用的是镀铬装饰配合led日间行车灯显得威猛霸气。18寸花轮载显得新颖有个性。座椅采用的是车缝线提升档次感，内饰部分采用了软包设计增加舒适度。,[内饰],内饰比较中规斗矩，是属于耐看型的，感觉用料什么的还可以，8寸的中控并够用，功能也比较齐全。,[空间],[舒适],SUV的空间比轿车都要大点，我身高1.75体重85公斤坐在前排无论是腿部空间还是头部空间都有富裕，后排不如前排空间大但是坐三个人也没问题。尾箱空问有九百多升放些日常用品或者旅游随身用品足够用了。,舒适性还好，大部分是座椅设计的锅，座椅平，。悬挂支挥没问题，晨干脆，不会一直晃，但是就是稍硬，比起crv差的不是一点点，毕竟是SUV，不能和轿车比可以接受。,[动力],2.0的欧蓝德动力我觉得挺好的，加油大点发动机响应也很快，能够明显感受到动力的湃。开空调感觉对动力没有什么影响，高速的话再配合换挡拨片，动力明显提升一个档次,[操控],揉控很不错，三菱作为一个越野大品牌，控感受很棒。底盘调教的比较扎实，底盘比较高，通过性也很不错，车辆配备了自动驻车功能，用起来非常方便，,,
"
    发表于  2020-05    

      
        
    
    
",,https://image1.xcarimg.com/attachments/my/1/84/53/136_120.jpg,xuser1855313,三星会员,4.63,外观,5,内饰,5,空间,5,舒适,4,油耗,4,动力,5,操控,5,性价比,4,购入信息,爱车车型,购入时间,2020-03-01,购车地点,北京猎豹商贸有限责任公司 [北京市],裸车价格,21万  (厂商指导价 22.58万),当前油耗,10L/100km,购入用途,上班,爱车简评,外观设计很匀称，而且有肌肉感，尤其是这辆车的前脸儿设计的特别漂亮，中间是三菱的标志，两边用来守护三菱标志，具设计非常时尚，另外，这辆车的门下方啊，一条车身亮条这辆车上档次,爱车评价,[最满意],满意的肯定是欧蓝德的动力了，2.4L的动力表现非常强劲，动力输出爆表，完全可以应对各种路况，我非常满意。,[不满意],没有特别不满意的地方，如柴非要说不满意的话，那就是感觉新车内饰异味大。需要通风很久，并味才能消除。,[外观],外观设计很匀称，而且有肌肉感，尤其是这辆车的前脸儿设计的特别漂亮，中间是三菱的标志，两边用来守护三菱标志，具设计非常时尚，另外，这辆车的门下方啊，一条车身亮条这辆车上档次,[内饰],在内饰方面，欧蓝德内室设计的层次感很分明，整体的布局非常的合理。中控台非常的简洁大方，而且大部分都是软包，摸上去手感非常不错。,[空间],[舒适],在空间方面，无论车的空间还是蛮大的，一个1.85米高度的人，坐在前排座椅上头顶还有一拳多的距离，在后排座椅上坐三个成年男子一点都不拥挤，我这两天的空间还是比较不错的，他的后备箱放了一个中等的行李箱没有任何压力。,整体的舒适性非常不错，气质座椅质地柔软，坐若非常享受，而且包裹性也是非常不错，对背部以及腰部支撑感非常不错。车子的隔音也处理的不错，只要关上车门，外面就听不到任何杂音了，非常安静。,[动力],2.4L的动力表现可以说非常强劲了，在市区起步遥遥领先，而且在市区随停随走，即使满戴开空调，动力也丝毫不受任何影响。在高速行驶过程中，动力输出非常平顺，动力表现绝对没有任何问题。,[操控],别看这么大块头，但是他的揉控还是非常流畅的，多功能方向盘大小适中，在驾驶时视野非常开阔，过弯时指向非常精准，指哪打哪，没有虚位。,,展开全部
"
    发表于  2020-05    

      
        
    
    
",,https://image1.xcarimg.com/attachments/my/1/84/53/120_120.jpg,xuser1855312,三星会员,4.50,外观,5,内饰,4,空间,5,舒适,4,油耗,5,动力,4,操控,5,性价比,4,购入信息,爱车车型,购入时间,2020-03-01,购车地点,北京中进锦旺汽车销售服务有限公司 [北京市],裸车价格,21万  (厂商指导价 22.58万),当前油耗,9L/100km,购入用途,上班,爱车简评,外观我很喜欢也是它的卖点。车辆的整体外观非常的不错，显得比较硬朗。很有自己的特色。家族式的前脸，辨识度很高。,爱车评价,[最满意],满意的地方有很多。外观比较大气，流线型的线条，包括空间都非常的不错。细节做的也特别的到位，控起来也非常的轻松。,[不满意],起步加速还是有一点肉，中段加速不错。内饰的话有待加强。,[外观],外观我很喜欢也是它的卖点。车辆的整体外观非常的不错，显得比较硬朗。很有自己的特色。家族式的前脸，辨识度很高。,[内饰],内饰的做工还是比较不错的，能摸到的地方手感还是比较舒适的。中控以及各个开关。还是比较贴合实用的，没有特别的别扭。中规中矩。,[空间],[舒适],这辆车的优点就在于它足够大的空问。乘坐的体验非常的好。驾驶空问不用说了，特别的宽敞，连后排空间都可以轻松的坐下三个人，完全不觉得拥挤，后备箱的空问也不错。,舒适度这个方面总体来说对得起这个车的价位。整体的舒适感可能不如轿车那么的舒服，但是绝对可以说是不错的。,[动力],动力方面的话，相对来说起步还是肉了一些。中段的加速比较不错。对于城市道路来说没有什么问题，动力还是够用的。,[操控],揉控怎么说呢，我感觉SUV的操控基本都差不多。正常开起来的话还是非常轻松的。不会有太多别扭的感觉。,,展开全部
"
    发表于  2020-05    

      
        
    
    
",性价比没的说这个价钱也就能买个中配的逍客,https://image1.xcarimg.com/attachments/my/0/31/06/331_120.jpg,石冲天lqtu5,新手上路,4.00,外观,4,内饰,3,空间,5,舒适,2,油耗,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-04-01,购车地点,湖南星宏汽车有限公司 [湖南省],裸车价格,14.58万  (厂商指导价 17.28万),当前油耗,8L/100km,购入用途,上班,爱车简评,内饰看上去很老，感觉不像是现在的汽车，比较普通吧，也没有太好的科技感。主要就是中控区域太丑了。,爱车评价,[最满意],总体感受挺好减震在铺装路面有点颠走土路太爽了新车重保定开回葫芦岛全程高速8.4升感觉可以不算费油锁车自动折叠反光镜太好了不用怕被别人擦到回来先去姥姥家看看就随便拍了几张,[不满意],座椅太他妈硬了有腰部支撑也不行开了5个小时高速到家感觉腰要断了别的暂时没有发现感觉20款的没有19款的好看提车当天展厅有个19款的银色感觉比20款的白色好看一些,[外观],铁板还是很硬的第二排车门明显比第一排轻,[内饰],内饰略显老旧新车还是有异味的我鼻子不好感觉还行媳妇说味道很大,[空间],[舒适],空间没的说跟够用后排座放倒能拉个双开门的冰箱,还可以,[动力],感觉0到80提速慢100以后动力源源不断超车一点也不费力,[操控],指向精准没感觉有虚位也不是很沉重可以接受,[性价比],
"
    发表于  2020-05    

      
        
    
    
","当时选车的时候定位在SUV,四驱，还有就是空间要大，五座或者七座都行，于是就开始选车了，看了奇骏，看了荣放，但没有心里的那种既视感，又去看了欧蓝德，感觉各方面都不错，2.4的排量，四驱，五座，空间绝对可以，又加上三大件是进口的，质量是没话说，报价19,18万元，买车的时候又优惠了几千，下俩不到21万，首先说说一些配置；无钥匙进入，一键启动，倒车影像，换挡拨片，座椅加热，天窗，好多高端车上才配有的配置，小欧都有了，性价比算是很高了。开着油耗也不高，底盘高，啥路都可以走，开着很放心。",https://image1.xcarimg.com/attachments/my/1/84/45/526_120.jpg,xuser1854552,三星会员,4.63,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,4,操控,4,性价比,4,购入信息,爱车车型,购入时间,2020-02-01,购车地点,长春华昌菱汽车销售服务有限公司 [吉林省],裸车价格,22.1万  (厂商指导价 22.58万),当前油耗,8L/100km,购入用途,上班,爱车简评,心心念想的车终于到手了，开了几个月整体不错。油耗不是很高，家用刚刚好，底盘很高，一般路都可以过去。,爱车评价,[最满意],买车以后，开着省心是最重要的，小欧的三大件都是进口的，发动机、变速箱，底盘，所以质量还是有保证的，还有就是油耗，虽然平常也是8个油，但是同级别车相比，绝对是够省的。,[不满意],最不满意的地方就是，车内噪音有点大，跑高速的时候声音呼啦啦的响，不知道是胎噪，还是啥，其他方面都能忍受了。,[外观],买的白色的，算是大众色，白色的看着也很大气，后尾灯流线看着很美美，虽然没啥特色，但是和车身搭载一起看着就很舒服了。,[内饰],内饰座椅是真皮的，好打理，这点毋庸置疑，不怕一些细小的东西，尤其是有了孩子，经常在车里吃东西，具体你懂得，中控台烤漆工艺，档次提升了不少，但是容易沾灰，建议大家可以常备个毛巾啥的。,[空间],[舒适],我身高176，坐在主驾驶上，膝盖处还有很多的空间，头部距离也不错，这样的空间足够用了，后备箱很大很深，上下班不用装太多的东西，平常出去玩，家人的东西也能轻轻松松的装下，孩子的玩具，爸妈的行李之类的。,座椅的舒适性很好，坐着舒服，空调制冷制热效果也很好，开一会，车里就热了，座椅带有自动加热，冬天开着 也不怕冰屁股了，定速巡航在高速的时候，用着很方便，省心省力。,[动力],1.5吨的车身重量，2.4的排量，只要舍得给油，动力杠杠的，提速很快。,[操控],我本身个头比较大，力气不用想，所以觉得方向盘很轻，论起来不在话下，方向盘没有虚位，指哪打哪，用着得劲。,[性价比],展开全部
"
    发表于  2020-05    

            
    
    
",性价比没的说，欧蓝德主打的就是2047，性价比无人能出其右,https://image1.xcarimg.com/attachments/my/1/84/45/521_120.jpg,xuser1854552,三星会员,4.13,外观,4,内饰,4,空间,4,舒适,4,油耗,4,动力,4,操控,4,性价比,5,购入信息,爱车车型,购入时间,2020-02-01,购车地点,唐山庞大伟菱汽车销售有限公司 [河北省],裸车价格,22.3万  (厂商指导价 22.58万),当前油耗,8L/100km,购入用途,上班,爱车简评,主要是性价比，同价位合资四驱基本没的选，因为深处祖国大西北，冬天路况很差，还是得上SUV，所以就买这款了。总体来说家用足够，空间、油耗、动力、做工都比较满意。缺点是保养费用不便宜，而且很频繁。,爱车评价,[最满意],性价比高，配置高，空间大，同价位合资四驱无对手。选车时基本20万左右的SUV都看过来了，论配置、价位别的品牌真的没法比。2018款是3大件都是进口，质量过硬，技术不说多么新，但是稳定可靠就够了。买车不可能面面俱到，自己最看重的几点能够得着就可以了。,[不满意],内饰做工一般，车漆超级薄，售后网点少，配件很贵，所以能买商业险还是买上吧。保养手册写的3个月一保，相当频繁，不知道其他4S店是否这样要求，这样无疑就把用车成本提升了个档次，虽然保养费用不高，但是次数太频繁。座椅较硬，没什么舒适度，驾驶座椅没有腰部支撑，开车久了腰疼，后排坐垫短，人体工学差，跑长途舒适度性不高。,[外观],外观中规中矩，很低调，不过后面没有扰流板看着很别就，总觉得缺了点什么，后期可以自己加装，车身比例马上协调了。2019款的欧蓝德扰流板已经是全系标配了。近光LED，远光卤素灯，虽然原厂欧司朗，但感觉还是不够用，自己可以更换LED，这样效果提升很明显。,[内饰],内饰做工一般，设计中庸，只能说比较实用。按键放在原理驾驶舱位置，感觉还是照搬了日系的右舵而没有做出相应的修改，这点我觉得需要改进。中控台储物空间基本没有，放手机、钱包不太方便，虽然中央扶手箱很大很深，但是使用起来并不是那么便利，我觉得后期可以优化下中控的储物空间。中控大屏系统陈旧，真的和现在的国产交互界面无法相提并论，安卓手机升级到9.0以上安卓互联就一直无法使用，厂家也没给答复。,[空间],[舒适],空间足够用，前后排乘坐空间很大，电动座椅调节很受用。后排放安全座椅还有很大的空间，就是中间安全带插扣设计太占地方，如果从学习本田从车顶拉下来更为合理。中控储物空间一般，手机只有放在杯架里。后备箱比较大，放几个旅行箱、婴儿车绰绰有余，打开后备箱垫储物盒也能放不少东西，相当实用。,舒适度一般，座椅偏硬，没有腰部支撑，开车久了腰部不适。中央扶手箱位置合理，方向盘大小适中，力度也正好，驾驶感受还是不错的。后排座椅坐垫短。避震较硬。,[动力],动力很满意，加速平顺。2.4的排量足够家用，满载也不觉得吃力，只要舍得给油，动力就有。,[操控],操控也不错，方向盘不重，视野好，通过性不错。,[性价比],
"
    发表于  2020-05    

            
    
    
",该怎么去形容它最贴切？拿什么跟它做比较才算特别？当之无愧的性价比之王--新欧蓝德。空间大小和车子舒适性就不说了，操作手感轻盈，BSW盲区预警、自适应巡航、斜坡起步辅助、胎压监测等也为驾驶者带来相当好的安全防护；一键式电动车窗、一键启动、电动感应尾门等也让操作更加灵动。这，就是新欧兰德。,https://image1.xcarimg.com/attachments/my/1/84/45/512_120.jpg,xuser1854551,三星会员,4.38,外观,4,内饰,4,空间,4,舒适,5,油耗,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,购入时间,2020-02-01,购车地点,唐山庞大伟菱汽车销售有限公司 [河北省],裸车价格,22.2万  (厂商指导价 22.58万),当前油耗,7L/100km,购入用途,上班,爱车简评,传说中的性价比之王，买之前看了看，也和奇骏、CRV对比了一下，还是比较喜欢大欧的外观，试驾时也是觉得这车开起来十分舒服，毕竟是个日常消耗品，舒适感很重要，所以最后还是选择了新欧蓝德。,爱车评价,[最满意],当之无愧的性价比之王，裸车当时大概16w入手，外观大气，超大空间乘坐和驾驶时舒适感十足。和朋友的18款相对比，细节上的升级做的相当到位，另外自然吸气动力十足，操作感也很好，一只手打方向盘也很顺手哦~,[不满意],内饰比较一般，不算太精致，但相对来说比起华丽的内饰风格还是比较经济耐用的。风格偏成熟稳重型，没有全景天窗，三菱车子大都属于经济实用型，虽然外观升级方面已经改进良多，但是在SUV横行的时代，还是可以更加年轻化一些。,[外观],新欧蓝德延续了旧款设计中的整体造型轮廓，细节精致，新车头灯采用全新设计的内部风格、配备全LED光源，在前脸方面，新款欧蓝德也改变了进气格栅的细节，整体头部变得更加时尚。18寸全新造型雪花轮毂，无比炫目，也为整个车身增添了十足的霸气。流线型的车身设计，慢慢的都是运动感。在汽车的尾部，新欧蓝德的扰流板的尺寸进一步增加，并且感官也得到改善，与此同时，后保险杠与旧款车型的保险杠相比发生了变化，银色防刮伤区域的面积也变大了。另外新欧蓝德的小尾翼，也是在前代基础上的小小提升。,[内饰],内饰的话，新欧蓝德在中控布局、颜色匹配方面设计中规中矩，在座椅方面，新欧蓝德对后排座椅进行了改良，靠背角度贴切，在配置方面，新欧蓝德了全景图像、多功能外后视镜、盲区监控等功能，可为驾驶提诸多便利。,[空间],[舒适],4705mm超长车身为车内空间提供了得天独厚的先决基础，加上1710mm的车身高度，使得头部和腿部空间相当充裕，以往驾驶时膝盖小腿与车身“打架”时的束缚感一扫而空，185cm的大块头驾驶起来游刃有余。第二排空间也十分宽敞，一百六十斤的老爸做进去腿部与前排也有两拳之多的距离。座椅全部都十分柔软舒适，与前代相比也调整了出风口的位置，舒适性MAX。913lL大容积后备箱兼职不要太酷，无论是旅行箱还是露营帐篷，统统被它收入囊中。,座椅质感相当不错，无论是驾驶还是乘坐都相当舒适。电动座椅加热很实用，在严寒的冬季很好的解决了座椅冰凉的烦恼。发动机噪响较小，使得驾驶时有一个良好驾驶体验，也减少了驾驶时的倦怠感。空调制冷制热相当快，无论是酷夏还是寒冬，上车几分钟即可享受室内的舒适温度。值得一提的是防炫目后视镜，晚上开车时能大大减少车后视镜反光，为驾驶者提供了又一层安全保障。底盘的滤震功能也是新欧蓝德舒适性的又一大亮点，稳固的底盘设计，即使是在过大坎、过深坑时，车上的人也不会有太大的颠簸感。最后还是说一说车身的舒适空间，以往不管是开车还是坐车，狭小的空间都让身高185的本人总是礼貌而不是尴尬地缩腿，有了新欧蓝德之后，这种烦恼统统抛之脑后，舒适驾驶，随心自如。,[动力],作为一款都市SUV，动力方面需求不是很高，不要求激烈驾驶。新欧蓝德不会给你带来加速上的突然爆发力，相对的，驾驶时的平顺性相当好，没有顿挫感，可以说是稳稳当当，此外值得称赞的是发动机噪音极小，也使得驶带来的畅快感更进一步。性能方面基本上也能满足自驾郊游，偶尔和渔友一同去郊外的荷塘里比试下垂钓技巧也是别有一番风情。一句话总结：自由穿梭于都市中的夜光精灵。,[操控],座椅十分舒适，让驾驶者有一个恰到好处的驾驶姿势，视野相当开阔，行走在都市的跑道上，给人一种豁然开朗的体验。操作手感极佳，油门尚可，方向盘相当轻盈，即使是女性也可以随心驾驶。底盘稳固，前麦弗逊式独立悬架，具有良好的操控稳定性和很强的道路适应性；后多连杆式独立悬架，在受到硬冲击时舒适性极好。转弯半径小，即使在狭窄的旧城区道路上，也可以灵活掉头，一步到位，转弯掉头，一气呵成。,[性价比],
"
    发表于  2020-05    

      
        
    
    
","当时选车的时候定位在SUV,四驱，还有就是空间要大，五座或者七座都行，于是就开始选车了，看了奇骏，看了荣放，但没有心里的那种既视感，又去看了欧蓝德，感觉各方面都不错，2.4的排量，四驱，五座，空间绝对可以，又加上三大件是进口的，质量是没话说，报价19,18万元，买车的时候又优惠了几千，下俩不到21万，首先说说一些配置；无钥匙进入，一键启动，倒车影像，换挡拨片，座椅加热，天窗，好多高端车上才配有的配置，小欧都有了，性价比算是很高了。开着油耗也不高，底盘高，啥路都可以走，开着很放心。",https://image1.xcarimg.com/attachments/my/1/84/44/107_120.jpg,xuser1854410,三星会员,4.50,外观,4,内饰,4,空间,4,舒适,4,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-02-01,购车地点,洛阳市天凯机电有限公司(广汽三菱) [河南省],裸车价格,22.2万  (厂商指导价 22.58万),当前油耗,8L/100km,购入用途,上班,爱车简评,心心念想的车终于到手了，开了几个月整体不错。油耗不是很高，家用刚刚好，底盘很高，一般路都可以过去。,爱车评价,[最满意],买车以后，开着省心是最重要的，小欧的三大件都是进口的，发动机、变速箱，底盘，所以质量还是有保证的，还有就是油耗，虽然平常也是8个油，但是同级别车相比，绝对是够省的。,[不满意],最不满意的地方就是，车内噪音有点大，跑高速的时候声音呼啦啦的响，不知道是胎噪，还是啥，其他方面都能忍受了。,[外观],买的白色的，算是大众色，白色的看着也很大气，后尾灯流线看着很美美，虽然没啥特色，但是和车身搭载一起看着就很舒服了。,[内饰],内饰座椅是真皮的，好打理，这点毋庸置疑，不怕一些细小的东西，尤其是有了孩子，经常在车里吃东西，具体你懂得，中控台烤漆工艺，档次提升了不少，但是容易沾灰，建议大家可以常备个毛巾啥的。,[空间],[舒适],我身高176，坐在主驾驶上，膝盖处还有很多的空间，头部距离也不错，这样的空间足够用了，后备箱很大很深，上下班不用装太多的东西，平常出去玩，家人的东西也能轻轻松松的装下，孩子的玩具，爸妈的行李之类的。,座椅的舒适性很好，坐着舒服，空调制冷制热效果也很好，开一会，车里就热了，座椅带有自动加热，冬天开着 也不怕冰屁股了，定速巡航在高速的时候，用着很方便，省心省力。,[动力],1.5吨的车身重量，2.4的排量，只要舍得给油，动力杠杠的，提速很快。,[操控],我本身个头比较大，力气不用想，所以觉得方向盘很轻，论起来不在话下，方向盘没有虚位，指哪打哪，用着得劲。,[性价比],展开全部
"
    发表于  2020-05    

      
        
    
    
",性价比没的说，欧蓝德主打的就是2047，性价比无人能出其右,https://image1.xcarimg.com/attachments/my/1/84/44/106_120.jpg,xuser1854410,三星会员,4.75,外观,4,内饰,4,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-02-01,购车地点,洛阳市天凯机电有限公司(广汽三菱) [河南省],裸车价格,22.2万  (厂商指导价 22.58万),当前油耗,8L/100km,购入用途,上班,爱车简评,主要是性价比，同价位合资四驱基本没的选，因为深处祖国大西北，冬天路况很差，还是得上SUV，所以就买这款了。总体来说家用足够，空间、油耗、动力、做工都比较满意。缺点是保养费用不便宜，而且很频繁。,爱车评价,[最满意],性价比高，配置高，空间大，同价位合资四驱无对手。选车时基本20万左右的SUV都看过来了，论配置、价位别的品牌真的没法比。2018款是3大件都是进口，质量过硬，技术不说多么新，但是稳定可靠就够了。买车不可能面面俱到，自己最看重的几点能够得着就可以了。,[不满意],内饰做工一般，车漆超级薄，售后网点少，配件很贵，所以能买商业险还是买上吧。保养手册写的3个月一保，相当频繁，不知道其他4S店是否这样要求，这样无疑就把用车成本提升了个档次，虽然保养费用不高，但是次数太频繁。座椅较硬，没什么舒适度，驾驶座椅没有腰部支撑，开车久了腰疼，后排坐垫短，人体工学差，跑长途舒适度性不高。,[外观],外观中规中矩，很低调，不过后面没有扰流板看着很别就，总觉得缺了点什么，后期可以自己加装，车身比例马上协调了。2019款的欧蓝德扰流板已经是全系标配了。近光LED，远光卤素灯，虽然原厂欧司朗，但感觉还是不够用，自己可以更换LED，这样效果提升很明显。,[内饰],内饰做工一般，设计中庸，只能说比较实用。按键放在原理驾驶舱位置，感觉还是照搬了日系的右舵而没有做出相应的修改，这点我觉得需要改进。中控台储物空间基本没有，放手机、钱包不太方便，虽然中央扶手箱很大很深，但是使用起来并不是那么便利，我觉得后期可以优化下中控的储物空间。中控大屏系统陈旧，真的和现在的国产交互界面无法相提并论，安卓手机升级到9.0以上安卓互联就一直无法使用，厂家也没给答复。,[空间],[舒适],空间足够用，前后排乘坐空间很大，电动座椅调节很受用。后排放安全座椅还有很大的空间，就是中间安全带插扣设计太占地方，如果从学习本田从车顶拉下来更为合理。中控储物空间一般，手机只有放在杯架里。后备箱比较大，放几个旅行箱、婴儿车绰绰有余，打开后备箱垫储物盒也能放不少东西，相当实用。,舒适度一般，座椅偏硬，没有腰部支撑，开车久了腰部不适。中央扶手箱位置合理，方向盘大小适中，力度也正好，驾驶感受还是不错的。后排座椅坐垫短。避震较硬。,[动力],动力很满意，加速平顺。2.4的排量足够家用，满载也不觉得吃力，只要舍得给油，动力就有。,[操控],操控也不错，方向盘不重，视野好，通过性不错。,[性价比],展开全部
